Company,TypeName,Inches,Ram,OpSys,Weight,ScreenResolutionX,ScreenResolutionY,CpuBrand,CpuPower,Memory_SSD (GB),Memory_HDD (GB),Memory_Flash (GB),Price_euros
Asus,Notebook,15.6,4.0,Windows 10,2.2,1920,1080,AMD,2.5,128.0,1000.0,0.0,575.0
Asus,Gaming,17.3,32.0,Windows 10,4.7,1920,1080,Intel,2.9,512.0,1000.0,0.0,3890.0
Acer,Gaming,15.6,8.0,Windows 10,2.5,1920,1080,Intel,2.5,256.0,0.0,0.0,846.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.2,1366,768,Intel,2.0,128.0,0.0,0.0,589.0
Asus,Notebook,17.3,8.0,Windows 10,2.1,1920,1080,Intel,1.8,128.0,1000.0,0.0,1145.0
Asus,Notebook,17.3,8.0,No OS,2.69,1920,1080,Intel,2.7,128.0,1000.0,0.0,889.0
Dell,Gaming,15.6,8.0,Windows 10,2.56,1920,1080,Intel,2.5,256.0,0.0,0.0,879.0
Lenovo,2 in 1 Convertible,13.9,8.0,Windows 10,1.38,1920,1080,Intel,2.7,256.0,0.0,0.0,1079.0
Dell,Notebook,15.6,8.0,Windows 10,2.2,1920,1080,Intel,1.8,128.0,2000.0,0.0,985.0
HP,Notebook,15.6,8.0,Windows 10,2.04,1366,768,Intel,2.5,0.0,1000.0,0.0,559.0
Asus,Gaming,17.3,16.0,Windows 10,3.6,1920,1080,Intel,2.9,256.0,0.0,0.0,2999.0
HP,Notebook,13.3,4.0,Windows 10,1.49,1920,1080,Intel,1.6,0.0,500.0,0.0,675.0
Apple,Ultrabook,13.3,8.0,macOS,1.37,2560,1600,Intel,3.1,512.0,0.0,0.0,2040.0
Dell,2 in 1 Convertible,15.6,8.0,Windows 10,2.08,1920,1080,Intel,1.8,0.0,1000.0,0.0,819.0
Asus,Gaming,17.3,16.0,Windows 10,4.3,1920,1080,Intel,2.8,256.0,1000.0,0.0,1799.0
Asus,Notebook,15.6,4.0,Windows 10,1.68,1366,768,AMD,3.0,0.0,1000.0,0.0,469.0
Lenovo,2 in 1 Convertible,13.9,8.0,Windows 10,1.37,1920,1080,Intel,1.8,512.0,0.0,0.0,1849.0
Acer,Notebook,17.3,4.0,Windows 10,3.0,1920,1080,Intel,2.7,256.0,0.0,0.0,702.0
Dell,Ultrabook,13.3,8.0,Windows 10,1.41,1920,1080,Intel,1.6,256.0,0.0,0.0,949.0
HP,Notebook,15.6,8.0,Windows 10,1.91,1366,768,AMD,2.5,128.0,0.0,0.0,445.9
HP,Notebook,17.3,16.0,Windows 10,2.9,1920,1080,Intel,1.8,0.0,1000.0,0.0,1059.0
MSI,Gaming,17.3,16.0,Windows 10,4.14,1920,1080,Intel,2.8,512.0,1000.0,0.0,2499.0
Lenovo,2 in 1 Convertible,15.6,8.0,Windows 10,2.0,1920,1080,Intel,2.8,512.0,0.0,0.0,1699.0
Dell,Notebook,17.3,8.0,Windows 10,2.8,1920,1080,Intel,1.8,128.0,1000.0,0.0,1142.0
Lenovo,Notebook,15.6,4.0,No OS,2.2,1920,1080,Intel,2.0,256.0,0.0,0.0,444.0
HP,Notebook,15.6,4.0,Windows 10,2.1,1920,1080,Intel,1.6,0.0,500.0,0.0,722.0
Dell,Notebook,15.6,4.0,Windows 10,2.18,1920,1080,Intel,2.5,0.0,1000.0,0.0,657.0
Dell,Notebook,15.6,8.0,Windows 10,2.24,1920,1080,Intel,2.5,0.0,1000.0,0.0,565.0
Dell,2 in 1 Convertible,15.6,8.0,Windows 10,2.67,1920,1080,Intel,1.6,256.0,0.0,0.0,799.0
Asus,2 in 1 Convertible,13.3,8.0,Windows 10,1.1,1920,1080,Intel,1.8,512.0,0.0,0.0,1499.0
Lenovo,Notebook,15.6,4.0,No OS,2.2,1920,1080,Intel,2.5,0.0,1000.0,0.0,467.0
HP,Notebook,17.3,8.0,Windows 10,2.5,1920,1080,Intel,1.8,0.0,1000.0,0.0,1018.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.05,1920,1080,Intel,1.8,256.0,0.0,0.0,880.0
Apple,Ultrabook,13.3,8.0,macOS,1.37,2560,1600,Intel,2.9,512.0,0.0,0.0,1958.9
Asus,Gaming,17.3,16.0,Windows 10,3.2,1920,1080,AMD,3.0,256.0,1000.0,0.0,1549.0
Dell,Notebook,15.6,8.0,Linux,2.14,1920,1080,Intel,1.8,256.0,0.0,0.0,735.07
Lenovo,2 in 1 Convertible,14.0,16.0,Windows 10,1.36,2560,1440,Intel,2.6,512.0,0.0,0.0,2499.0
Toshiba,Notebook,15.6,8.0,Windows 10,2.2,1366,768,Intel,2.5,0.0,500.0,0.0,812.0
Dell,Notebook,15.6,12.0,Windows 10,2.3,1366,768,Intel,2.7,0.0,1000.0,0.0,713.07
Dell,Notebook,17.3,8.0,Linux,2.8,1920,1080,Intel,1.8,128.0,1000.0,0.0,1099.0
Acer,Notebook,15.6,8.0,Windows 10,2.2,1920,1080,Intel,1.8,0.0,1000.0,0.0,745.0
Lenovo,Notebook,17.3,4.0,Windows 10,2.8,1600,900,Intel,2.0,0.0,1000.0,0.0,489.0
Lenovo,Notebook,17.3,8.0,No OS,2.8,1920,1080,Intel,1.8,0.0,2000.0,0.0,849.0
Lenovo,Notebook,17.3,6.0,Windows 10,2.8,1600,900,Intel,2.7,128.0,1000.0,0.0,859.0
Dell,Notebook,15.6,4.0,Linux,2.25,1920,1080,Intel,2.0,0.0,1000.0,0.0,428.0
Lenovo,Gaming,15.6,8.0,Windows 10,2.5,1920,1080,Intel,2.5,256.0,0.0,0.0,829.0
Lenovo,Notebook,15.6,6.0,Windows 10,2.2,1920,1080,Intel,2.5,256.0,0.0,0.0,579.0
Acer,Notebook,15.6,8.0,Windows 10,3.0,1920,1080,Intel,1.8,256.0,0.0,0.0,951.0
Acer,Notebook,15.6,12.0,Windows 10,2.15,1920,1080,Intel,2.7,0.0,1000.0,0.0,659.0
Lenovo,Notebook,15.6,8.0,Windows 10,1.95,1920,1080,Intel,2.7,256.0,0.0,0.0,1097.0
Asus,Ultrabook,15.6,8.0,Windows 10,1.7,1920,1080,Intel,2.5,256.0,0.0,0.0,977.0
Lenovo,Gaming,15.6,16.0,Windows 10,2.5,1920,1080,Intel,2.8,256.0,1000.0,0.0,1179.0
Lenovo,Notebook,15.6,8.0,No OS,2.2,1920,1080,Intel,2.7,0.0,1000.0,0.0,659.01
Acer,Notebook,15.6,2.0,Chrome OS,2.19,1366,768,Intel,1.5,16.0,0.0,0.0,199.0
Asus,Gaming,17.3,8.0,Windows 10,3.0,1920,1080,Intel,2.8,0.0,1000.0,0.0,1187.0
HP,Notebook,17.3,8.0,Windows 10,2.54,1600,900,Intel,2.0,0.0,1000.0,0.0,489.0
Dell,Notebook,15.6,8.0,Windows 10,2.0,1920,1080,Intel,2.8,256.0,0.0,0.0,1829.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.05,1920,1080,Intel,1.6,256.0,0.0,0.0,739.0
Lenovo,Gaming,15.6,8.0,Windows 10,3.2,1920,1080,Intel,2.8,0.0,1000.0,0.0,1299.0
Acer,Notebook,15.6,8.0,Linux,2.5,1920,1080,Intel,2.8,256.0,0.0,0.0,979.0
Dell,Workstation,17.3,16.0,Windows 10,3.42,1920,1080,Intel,2.9,256.0,0.0,0.0,2884.86
Lenovo,Notebook,15.6,6.0,Windows 10,2.4,1920,1080,AMD,2.4,0.0,1000.0,0.0,499.0
Asus,Ultrabook,15.6,16.0,Windows 10,1.63,1920,1080,Intel,2.7,512.0,0.0,0.0,1468.0
Asus,Notebook,14.0,4.0,Windows 10,1.3,1366,768,Intel,2.4,128.0,0.0,0.0,509.0
Asus,Gaming,17.3,16.0,Windows 10,2.9,1920,1080,Intel,2.8,256.0,1000.0,0.0,2122.0
Lenovo,Notebook,17.3,6.0,Windows 10,2.8,1600,900,Intel,2.5,0.0,1000.0,0.0,649.0
Lenovo,Notebook,15.6,8.0,No OS,2.2,1366,768,Intel,2.5,0.0,2000.0,0.0,549.0
Asus,Gaming,15.6,8.0,Windows 10,2.5,1920,1080,Intel,2.8,128.0,1000.0,0.0,1265.0
Lenovo,Notebook,15.6,4.0,No OS,2.2,1366,768,Intel,1.1,0.0,1000.0,0.0,359.99
HP,2 in 1 Convertible,13.3,16.0,Windows 10,1.28,1920,1080,Intel,2.8,256.0,0.0,0.0,1975.0
Toshiba,Notebook,15.6,8.0,Windows 10,2.2,1920,1080,Intel,2.5,256.0,0.0,0.0,1043.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.3,1920,1080,Intel,2.5,128.0,1000.0,0.0,819.0
HP,Notebook,15.6,4.0,Windows 10,1.86,1920,1080,Intel,2.0,0.0,1000.0,0.0,469.0
Lenovo,Notebook,13.3,8.0,Windows 10,1.1,1920,1080,Intel,2.5,256.0,0.0,0.0,999.0
Dell,Ultrabook,13.3,16.0,Windows 10,1.21,3840,2160,Intel,1.8,1000.0,0.0,0.0,2499.0
MSI,Gaming,15.6,16.0,Windows 10,2.8,1920,1080,Intel,2.8,256.0,1000.0,0.0,2099.0
Acer,Notebook,15.6,8.0,Windows 10,2.23,1920,1080,AMD,2.2,256.0,0.0,0.0,469.0
Asus,2 in 1 Convertible,11.6,2.0,Windows 10,1.1,1366,768,Intel,1.1,0.0,0.0,32.0,275.0
Dell,Notebook,15.6,8.0,Windows 10,2.33,1920,1080,Intel,1.6,128.0,1000.0,0.0,844.0
HP,2 in 1 Convertible,13.3,16.0,Windows 10,1.29,3840,2160,Intel,1.8,1000.0,0.0,0.0,2449.0
Lenovo,Notebook,13.3,4.0,Chrome OS,1.45,1366,768,Intel,1.6,0.0,0.0,16.0,459.9
HP,Notebook,14.0,8.0,Windows 10,1.95,1920,1080,Intel,2.5,256.0,0.0,0.0,980.0
Acer,Notebook,11.6,4.0,Windows 10,1.4,1366,768,Intel,1.6,0.0,0.0,128.0,485.0
HP,Notebook,14.0,8.0,Windows 10,1.48,1920,1080,Intel,2.7,256.0,0.0,0.0,1292.0
Lenovo,Notebook,17.3,4.0,Windows 10,2.79,1600,900,Intel,2.5,0.0,1000.0,0.0,589.0
Asus,Notebook,14.0,8.0,Windows 10,2.0,1920,1080,Intel,2.7,256.0,0.0,0.0,1094.0
HP,Notebook,15.6,8.0,Windows 10,2.1,1366,768,Intel,1.8,0.0,1000.0,0.0,902.0
Acer,Notebook,15.6,8.0,Windows 10,2.2,1366,768,AMD,2.7,256.0,0.0,0.0,659.0
Lenovo,Notebook,14.0,4.0,Windows 10,1.44,1366,768,Intel,1.1,0.0,0.0,32.0,292.0
Acer,Notebook,15.6,6.0,Windows 10,2.23,1366,768,Intel,2.5,0.0,1000.0,0.0,549.0
Asus,Ultrabook,15.6,8.0,Windows 10,1.7,1920,1080,Intel,2.7,256.0,0.0,0.0,1049.9
HP,Ultrabook,12.5,8.0,Windows 10,1.26,1920,1080,Intel,2.7,256.0,0.0,0.0,1335.0
Dell,Notebook,15.6,32.0,Windows 10,2.06,3840,2160,Intel,2.8,1000.0,0.0,0.0,2639.0
MSI,Gaming,17.3,8.0,Windows 10,2.7,1920,1080,Intel,2.8,256.0,1000.0,0.0,1199.0
Toshiba,Notebook,15.6,8.0,Windows 10,2.0,1920,1080,Intel,2.5,256.0,0.0,0.0,943.0
Asus,Notebook,14.0,8.0,Windows 10,2.0,1920,1080,Intel,2.7,256.0,1000.0,0.0,1334.0
Lenovo,Notebook,15.6,4.0,Windows 10,1.85,1920,1080,Intel,2.0,0.0,1000.0,0.0,449.0
Asus,Gaming,15.6,8.0,Windows 10,2.5,1920,1080,Intel,2.8,256.0,0.0,0.0,999.0
HP,Notebook,14.0,8.0,Windows 10,1.48,1920,1080,Intel,2.6,256.0,0.0,0.0,1268.0
Dell,Ultrabook,15.6,8.0,Windows 10,1.9,1920,1080,Intel,1.6,128.0,1000.0,0.0,1049.0
HP,Notebook,15.6,8.0,Windows 10,1.84,1920,1080,Intel,2.5,256.0,0.0,0.0,1144.0
Asus,Notebook,15.6,4.0,Linux,2.0,1366,768,Intel,1.1,0.0,1000.0,0.0,274.99
Dell,Notebook,15.6,8.0,Windows 10,2.0,1920,1080,Intel,1.6,256.0,0.0,0.0,1142.75
Dell,Notebook,15.6,4.0,Linux,2.2,1366,768,Intel,1.6,0.0,500.0,0.0,274.9
Lenovo,Notebook,15.6,12.0,Windows 10,2.2,1920,1080,AMD,3.6,0.0,2000.0,0.0,899.0
HP,Notebook,15.6,8.0,Windows 10,2.1,1920,1080,Intel,2.4,0.0,1000.0,0.0,716.0
Lenovo,2 in 1 Convertible,13.9,16.0,Windows 10,1.4,3840,2160,Intel,1.8,512.0,0.0,0.0,2099.0
Dell,Ultrabook,13.3,8.0,Windows 10,1.2,1920,1080,Intel,1.8,256.0,0.0,0.0,1579.0
Lenovo,Gaming,15.6,16.0,Windows 10,2.4,1920,1080,Intel,2.8,256.0,2000.0,0.0,1129.0
HP,Notebook,14.0,2.0,Windows 10,1.44,1366,768,Intel,1.6,0.0,0.0,32.0,279.0
Dell,Ultrabook,15.6,16.0,Windows 10,1.88,1920,1080,Intel,1.9,512.0,0.0,0.0,1607.96
Asus,2 in 1 Convertible,11.6,4.0,Windows 10,1.5,1366,768,Intel,1.1,0.0,0.0,32.0,375.0
Dell,Ultrabook,15.6,8.0,Windows 10,1.9,1920,1080,Intel,1.6,0.0,1000.0,0.0,663.0
Dell,Notebook,15.6,16.0,Windows 10,2.06,3840,2160,Intel,2.8,512.0,0.0,0.0,2027.42
HP,Notebook,15.6,8.0,Windows 10,1.84,1920,1080,Intel,2.7,256.0,0.0,0.0,1304.0
MSI,Gaming,17.3,8.0,Windows 10,2.7,1920,1080,Intel,2.8,128.0,1000.0,0.0,1409.0
HP,Workstation,15.6,8.0,Windows 10,2.6,1920,1080,Intel,2.8,256.0,0.0,0.0,1738.27
Toshiba,Notebook,15.6,16.0,Windows 10,2.4,1920,1080,Intel,2.5,512.0,0.0,0.0,1403.0
Dell,Notebook,15.6,8.0,Windows 10,2.02,1920,1080,Intel,1.8,128.0,2000.0,0.0,970.9
Lenovo,Notebook,15.6,4.0,No OS,2.2,1366,768,Intel,1.1,0.0,1000.0,0.0,321.99
Dell,Gaming,15.6,8.0,Windows 10,2.65,1920,1080,Intel,2.5,0.0,1000.0,0.0,999.0
Dell,Notebook,15.6,8.0,Windows 10,2.36,1366,768,Intel,2.5,0.0,2000.0,0.0,557.37
Dell,Notebook,14.0,8.0,Windows 10,1.36,1920,1080,Intel,2.6,256.0,0.0,0.0,1427.0
HP,Notebook,15.6,4.0,Windows 10,1.86,1366,768,Intel,2.0,0.0,500.0,0.0,439.0
Asus,Notebook,14.0,8.0,Windows 10,2.0,1920,1080,Intel,2.5,256.0,0.0,0.0,945.0
Lenovo,Notebook,17.3,6.0,Windows 10,2.8,1600,900,Intel,2.5,128.0,1000.0,0.0,719.0
HP,Notebook,15.6,8.0,Windows 10,1.86,1920,1080,Intel,2.5,0.0,1000.0,0.0,639.0
Lenovo,Notebook,15.6,8.0,No OS,2.2,1366,768,Intel,2.0,256.0,0.0,0.0,499.0
HP,Notebook,15.6,8.0,Windows 10,2.04,1366,768,Intel,1.6,0.0,2000.0,0.0,389.0
Dell,Notebook,17.3,8.0,Windows 10,2.8,1920,1080,Intel,1.6,128.0,1000.0,0.0,1085.0
Lenovo,Gaming,15.6,8.0,No OS,2.4,1920,1080,Intel,2.5,128.0,1000.0,0.0,809.0
Dell,Notebook,15.6,8.0,Windows 10,2.33,1920,1080,Intel,2.7,256.0,0.0,0.0,899.0
HP,Ultrabook,14.0,8.0,Windows 10,1.36,1920,1080,Intel,2.7,256.0,0.0,0.0,1750.0
Asus,2 in 1 Convertible,15.6,12.0,Windows 10,2.26,1920,1080,Intel,2.7,512.0,2000.0,0.0,1099.0
Acer,Notebook,15.6,4.0,Windows 10,2.1,1366,768,AMD,3.0,128.0,0.0,0.0,426.0
Asus,Gaming,17.3,16.0,Windows 10,3.25,1920,1080,AMD,3.0,256.0,1000.0,0.0,2199.0
Lenovo,Notebook,17.3,4.0,Windows 10,2.6,1600,900,AMD,2.2,128.0,0.0,0.0,489.0
Dell,2 in 1 Convertible,13.3,8.0,Windows 10,1.62,1920,1080,Intel,1.8,256.0,0.0,0.0,869.01
HP,Notebook,15.6,4.0,Windows 10,1.91,1920,1080,AMD,3.0,256.0,0.0,0.0,488.99
Lenovo,Netbook,11.6,4.0,Windows 10,1.59,1366,768,Intel,1.1,128.0,0.0,0.0,553.0
Dell,Notebook,15.6,4.0,Windows 10,1.8,1366,768,Intel,1.6,0.0,500.0,0.0,309.0
Asus,Notebook,14.0,4.0,Windows 10,1.5,1366,768,Intel,1.1,0.0,0.0,32.0,286.0
Acer,Notebook,15.6,8.0,Linux,2.4,1920,1080,Intel,2.8,0.0,1000.0,0.0,846.0
HP,Gaming,17.3,8.0,Windows 10,3.35,1920,1080,Intel,2.8,128.0,1000.0,0.0,1191.0
Lenovo,Notebook,15.6,4.0,No OS,1.85,1920,1080,Intel,2.0,128.0,0.0,0.0,403.5
Asus,Gaming,15.6,8.0,Windows 10,2.3,1920,1080,Intel,2.8,128.0,1000.0,0.0,1655.0
Lenovo,Notebook,14.0,8.0,Windows 10,1.5,1920,1080,Intel,2.5,256.0,0.0,0.0,1099.0
Asus,Ultrabook,13.3,16.0,Windows 10,1.1,1920,1080,Intel,2.7,512.0,0.0,0.0,1748.9
Lenovo,Ultrabook,14.0,8.0,Windows 10,1.13,2560,1440,Intel,2.7,512.0,0.0,0.0,2282.0
Lenovo,Notebook,13.3,4.0,Windows 10,1.5,1920,1080,Intel,2.4,128.0,0.0,0.0,549.0
Dell,Workstation,15.6,8.0,Windows 10,2.23,1920,1080,Intel,2.6,0.0,500.0,0.0,1369.0
Dell,Workstation,15.6,8.0,Windows 10,2.0,1920,1080,Intel,2.7,256.0,0.0,0.0,2135.0
Lenovo,2 in 1 Convertible,14.0,16.0,Windows 10,1.42,2560,1440,Intel,2.7,512.0,0.0,0.0,2509.0
Asus,Gaming,17.3,8.0,Windows 10,3.0,1920,1080,Intel,2.8,0.0,1000.0,0.0,1039.0
Asus,Gaming,17.3,16.0,Windows 10,3.0,1920,1080,Intel,2.8,256.0,1000.0,0.0,1591.0
Acer,Notebook,15.6,12.0,Windows 10,2.2,1366,768,Intel,1.6,0.0,1000.0,0.0,693.99
MSI,Gaming,17.3,8.0,Windows 10,2.7,1920,1080,Intel,2.8,256.0,0.0,0.0,1349.0
Dell,Notebook,15.6,8.0,Linux,2.33,1920,1080,Intel,2.7,256.0,0.0,0.0,778.87
HP,Ultrabook,15.6,4.0,Windows 10,1.91,1920,1080,AMD,3.0,256.0,0.0,0.0,499.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.1,1920,1080,Intel,1.8,256.0,0.0,0.0,1229.56
Lenovo,Notebook,14.0,8.0,Windows 10,1.9,1920,1080,Intel,2.5,256.0,0.0,0.0,938.0
Dell,Workstation,15.6,8.0,Windows 10,1.78,3840,2160,Intel,2.8,256.0,0.0,0.0,2712.0
Lenovo,Ultrabook,14.0,16.0,Windows 10,1.13,2560,1440,Intel,2.7,1000.0,0.0,0.0,2625.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.2,1366,768,Intel,1.1,0.0,1000.0,0.0,306.0
Asus,Gaming,17.3,16.0,Windows 10,2.9,1920,1080,Intel,2.8,256.0,1000.0,0.0,1529.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.1,1920,1080,Intel,1.6,256.0,1000.0,0.0,1144.5
Acer,Notebook,15.6,8.0,Linux,2.5,1920,1080,Intel,2.8,256.0,0.0,0.0,879.0
MSI,Gaming,17.3,16.0,Windows 10,2.8,1920,1080,Intel,2.8,256.0,1000.0,0.0,2249.0
Asus,Ultrabook,14.0,8.0,Windows 10,1.1,1920,1080,Intel,2.7,512.0,0.0,0.0,1873.0
Toshiba,Ultrabook,13.3,16.0,Windows 10,1.2,1920,1080,Intel,2.5,512.0,0.0,0.0,1747.0
Dell,Ultrabook,14.0,8.0,Windows 10,1.36,1920,1080,Intel,2.8,512.0,0.0,0.0,1680.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.2,1920,1080,Intel,2.0,0.0,500.0,0.0,409.0
Lenovo,Notebook,11.6,2.0,Windows 10,1.15,1366,768,Intel,1.1,0.0,0.0,32.0,304.45
Lenovo,Workstation,15.6,8.0,Windows 10,2.67,1920,1080,Intel,2.8,512.0,0.0,0.0,1925.0
Lenovo,Ultrabook,14.0,8.0,Windows 10,1.7,2560,1440,Intel,2.8,512.0,0.0,0.0,1943.0
HP,Notebook,15.6,4.0,Windows 10,2.1,1920,1080,Intel,2.0,0.0,1000.0,0.0,469.0
Acer,2 in 1 Convertible,13.3,8.0,Windows 10,1.6,1920,1080,Intel,2.5,256.0,0.0,0.0,789.01
Asus,2 in 1 Convertible,13.3,8.0,Windows 10,1.27,1920,1080,Intel,2.5,256.0,0.0,0.0,928.0
Dell,Notebook,15.6,4.0,Linux,2.3,1920,1080,Intel,2.5,256.0,0.0,0.0,598.9
Dell,Notebook,13.3,4.0,Windows 10,1.65,1366,768,Intel,2.0,128.0,0.0,0.0,689.0
HP,Ultrabook,14.0,8.0,Windows 10,1.43,1920,1080,Intel,2.5,256.0,0.0,0.0,1500.0
Dell,Notebook,15.6,8.0,Windows 10,2.14,1366,768,Intel,2.5,0.0,1000.0,0.0,539.95
Lenovo,Ultrabook,14.0,8.0,Windows 10,1.75,1920,1080,Intel,1.8,256.0,0.0,0.0,1215.38
Lenovo,2 in 1 Convertible,15.6,16.0,Windows 10,2.0,3840,2160,Intel,2.8,512.0,0.0,0.0,1899.0
Chuwi,Notebook,12.3,6.0,Windows 10,1.4,2736,1824,Intel,1.1,0.0,0.0,64.0,449.0
HP,Notebook,15.6,8.0,Windows 10,2.31,1920,1080,Intel,2.9,256.0,0.0,0.0,1427.0
Asus,Notebook,15.6,8.0,Linux,2.3,1920,1080,Intel,2.4,0.0,1000.0,0.0,597.0
Dell,Gaming,17.3,16.0,Windows 10,4.42,2560,1440,Intel,2.9,256.0,1000.0,0.0,2799.0
Dell,Gaming,15.6,8.0,Windows 10,2.62,1920,1080,Intel,2.8,128.0,1000.0,0.0,1159.0
Dell,Notebook,15.6,8.0,Windows 10,2.02,1920,1080,Intel,1.8,256.0,2000.0,0.0,1142.4
Dell,Ultrabook,14.0,8.0,Linux,1.6,1920,1080,Intel,2.8,256.0,0.0,0.0,1099.0
HP,Gaming,17.3,12.0,Windows 10,3.35,1920,1080,Intel,2.8,256.0,1000.0,0.0,1999.0
Mediacom,2 in 1 Convertible,11.6,4.0,Windows 10,1.16,1920,1080,Intel,1.1,32.0,0.0,0.0,299.0
Samsung,Netbook,11.6,4.0,Chrome OS,1.15,1366,768,Intel,1.6,0.0,0.0,16.0,269.0
Lenovo,Notebook,13.3,8.0,Windows 10,1.4,1920,1080,Intel,2.7,256.0,0.0,0.0,1010.0
Lenovo,Notebook,14.0,4.0,Windows 10,1.7,1920,1080,Intel,2.7,128.0,0.0,0.0,599.0
Lenovo,Workstation,15.6,16.0,Windows 10,2.3,3840,2160,Intel,2.8,512.0,0.0,0.0,2445.0
Lenovo,Notebook,15.6,16.0,Windows 10,2.5,1920,1080,Intel,2.9,512.0,0.0,0.0,2449.0
Asus,Gaming,17.3,8.0,Windows 10,3.2,1920,1080,AMD,3.2,256.0,1000.0,0.0,1695.0
HP,Notebook,15.6,4.0,Windows 10,2.1,1366,768,Intel,1.6,0.0,500.0,0.0,347.0
Google,Ultrabook,12.3,16.0,Chrome OS,1.1,2400,1600,Intel,1.3,512.0,0.0,0.0,2199.0
Lenovo,Ultrabook,14.0,24.0,Windows 10,1.32,2560,1440,Intel,2.7,512.0,0.0,0.0,2382.0
Asus,Notebook,15.6,4.0,Linux,2.0,1920,1080,Intel,2.5,256.0,0.0,0.0,559.0
Lenovo,Notebook,17.3,8.0,Windows 10,2.8,1600,900,AMD,2.5,0.0,1000.0,0.0,519.0
Dell,Notebook,15.6,4.0,Windows 10,2.2,1920,1080,Intel,1.6,256.0,0.0,0.0,749.0
Lenovo,Ultrabook,12.5,8.0,Windows 10,1.36,1920,1080,Intel,2.5,256.0,0.0,0.0,1429.0
Lenovo,Notebook,15.6,4.0,Windows 10,2.2,1920,1080,Intel,1.1,128.0,0.0,0.0,349.0
HP,Gaming,15.6,8.0,Windows 10,2.2,1920,1080,Intel,2.8,128.0,1000.0,0.0,1099.0
Dell,Notebook,14.0,8.0,Windows 10,1.64,1920,1080,Intel,2.8,256.0,0.0,0.0,1179.0
Acer,Notebook,15.6,4.0,Linux,2.4,1366,768,Intel,2.5,0.0,500.0,0.0,441.8
Dell,Workstation,15.6,8.0,Windows 10,2.23,1920,1080,Intel,3.0,0.0,1000.0,64.0,1993.0
MSI,Gaming,15.6,8.0,Windows 10,2.2,1920,1080,Intel,2.5,256.0,0.0,0.0,1027.74
Microsoft,Ultrabook,13.5,16.0,Windows 10 S,1.25,2256,1504,Intel,2.5,512.0,0.0,0.0,2589.0
HP,Notebook,15.6,8.0,Windows 10,1.91,1366,768,Intel,2.5,128.0,0.0,0.0,589.0
Dell,Workstation,15.6,16.0,Windows 10,2.17,1920,1080,Intel,2.7,256.0,0.0,0.0,1975.0
HP,Workstation,15.6,8.0,Windows 10,2.31,1920,1080,Intel,2.9,512.0,0.0,0.0,1534.0
Lenovo,Notebook,14.0,8.0,Windows 10,1.65,1920,1080,Intel,2.5,256.0,0.0,0.0,1345.0
Dell,Notebook,15.6,8.0,Windows 10,2.36,1920,1080,Intel,1.8,128.0,1000.0,0.0,979.0
Dell,2 in 1 Convertible,11.6,4.0,Windows 10,1.47,1366,768,Intel,1.6,0.0,500.0,0.0,479.0
Dell,Notebook,17.3,8.0,Windows 10,4.42,1920,1080,Intel,2.7,0.0,1000.0,0.0,2046.0
Microsoft,Ultrabook,13.5,4.0,Windows 10 S,1.252,2256,1504,Intel,2.2,128.0,0.0,0.0,989.0
Microsoft,Ultrabook,13.5,8.0,Windows 10 S,1.25,2256,1504,Intel,2.5,256.0,0.0,0.0,1799.0
HP,Notebook,17.3,8.0,Windows 10,2.5,1600,900,Intel,2.0,256.0,0.0,0.0,639.9
Acer,Notebook,15.6,4.0,Windows 10,2.23,1920,1080,Intel,2.0,0.0,1000.0,0.0,544.0
Acer,Netbook,11.6,4.0,Windows 10,1.4,1366,768,Intel,1.6,128.0,0.0,0.0,435.0
Asus,Notebook,15.6,8.0,Windows 10,2.37,1920,1080,Intel,2.5,0.0,1000.0,0.0,749.0
Lenovo,Notebook,14.0,8.0,No OS,1.5,1920,1080,Intel,2.7,512.0,0.0,0.0,799.0
Lenovo,Notebook,15.6,8.0,Windows 10,2.67,1920,1080,Intel,2.9,256.0,0.0,0.0,2090.0
Asus,Notebook,15.6,4.0,Windows 10,2.0,1366,768,Intel,1.1,0.0,500.0,0.0,304.0
Acer,Notebook,15.6,4.0,Windows 10,2.2,1366,768,Intel,2.0,0.0,500.0,0.0,469.0
Dell,Notebook,15.6,8.0,Windows 10,2.02,1920,1080,Intel,1.6,0.0,2000.0,0.0,759.0
HP,Gaming,17.3,12.0,Windows 10,3.78,1920,1080,Intel,2.8,0.0,1000.0,0.0,1699.0
Lenovo,Ultrabook,14.0,12.0,Windows 10,1.4,2560,1440,Intel,2.6,256.0,0.0,0.0,1858.0
HP,2 in 1 Convertible,13.3,8.0,Windows 10,1.29,3840,2160,Intel,1.8,512.0,0.0,0.0,1999.0
HP,Notebook,15.6,8.0,Windows 10,1.9,1920,1080,Intel,2.5,0.0,500.0,0.0,1154.0
Google,Ultrabook,12.3,8.0,Chrome OS,1.1,2400,1600,Intel,1.2,128.0,0.0,0.0,1275.0
